scores,avg_score,types,date,room,useful,comments
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2017年08月入住,行政大床房,0,环境不错、服务也还可以
"位置:5.0,设施:4.0,服务:5.0,卫生:4.0",4.5,商务出差,2017年02月入住,,0,第二次入住该酒店，酒店条件不错，价格合理，特价房很实惠，早餐丰富，环境很好，距离办事地点比较近，出行方便，推荐入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年05月入住,行政双人间,0,服务态度好，吃饭方便，早餐丰盛。
"位置:5.0,设施:4.0,服务:4.0,卫生:5.0",4.5,商务出差,2016年12月入住,行政大床房,0,不是太正规，发票都不给开。让我找携程，还不够扯皮的。但是位置还不错
"位置:3.0,设施:5.0,服务:5.0,卫生:5.0",4.5,独自旅行,2017年04月入住,行政大床房,0,除了位置有些远，环境还是蛮好的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年07月入住,豪华大床套房,0,环境优美  住宿条件很好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年03月入住,标准间,0,地段不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年10月入住,标准间,0,早餐很多，还可以
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2017年02月入住,行政大床房,0,第二次入住该酒店，酒店条件不错，价格可以接受，房间空间不算大，单干净卫生，早餐不错，价格38元，不贵，推荐入住。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2017年05月入住,行政大床房,0,商务酒店，周边餐饮等配套好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年10月入住,行政大床房,0,早餐可以，床也大。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年09月入住,行政双人间,0,感觉不错，挺好的
"位置:4.0,设施:4.0,服务:5.0,卫生:4.0",4.3,商务出差,2017年05月入住,标准间,0,出行方便，早餐丰富，环境优雅。
"位置:5.0,设施:3.0,服务:5.0,卫生:3.0",4,家庭亲子,2017年04月入住,商务双人间,0,房间设备一般 早餐不错 设备陈旧
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年11月入住,行政大床房,0,老牌三星酒店，性价比高！每次都选择这里！服务也好！好评！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年06月入住,标准间,0,符合价格定位，基本满意
"位置:4.0,设施:3.0,服务:3.0,卫生:3.0",3.3,商务出差,2016年10月入住,,0,还行吧 就睡觉 便宜
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年06月入住,标准间,0,酒店设施环境还不错😊
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年10月入住,标准间,0,非常好的感受
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,情侣出游,2017年03月入住,行政大床房,0,感觉设施有些古老 其他的不错。                                    
"位置:5.0,设施:3.0,服务:3.0,卫生:5.0",4,商务出差,2016年04月入住,,0,老酒店，设施比较陈旧，但卫生还不错。优惠房间是在顶楼，电梯不能直达，楼梯很陡，不适合老人及小孩住宿，但楼上风景很不错，喜欢。
"位置:4.0,设施:4.0,服务:5.0,卫生:4.0",4.3,商务出差,2017年04月入住,标准间,0,卫生条件好！早餐也算不错的，种类多！就是床和房间都不是很宽敞！周围环境还可以，旁边有饭店和水果店和小超市！
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,商务出差,2017年04月入住,商务双人间,0,卫生条件好！早餐也算不错的，种类多！就是床和房间都不是很宽敞！周围环境还可以，旁边有饭店和水果店和小超市！
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,商务出差,2017年12月入住,标准间,0,酒店还行！
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,商务出差,2016年08月入住,商务大床房,0,还不错，就是餐厅做的晚餐水平一般，也可能是吃不惯那种口味，其它挺好的。
"位置:3.0,设施:4.0,服务:3.0,卫生:4.0",3.5,商务出差,2017年05月入住,标准间,0,走廊较小。房间还可以。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2017年06月入住,行政大床房,0,位置好，早餐很丰富
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,商务出差,2016年05月入住,行政大床房,0,基本到大连都是住的这家酒店，性价比高，房间比较干净，早餐品种丰富。周边吃饭出行也方便。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年08月入住,行政大床房,0,全部都很好的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年02月入住,豪华大床套房,0,交通便利 客服好  房间环境良好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年10月入住,行政双人间,0,环境挺好的
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,其它,2017年06月入住,行政大床房,0,性价比可以了真的
"位置:4.0,设施:4.0,服务:5.0,卫生:5.0",4.5,商务出差,2017年03月入住,行政大床房,0,开发区的酒店中算可以的了。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年03月入住,豪华大床套房,0,酒店位置不错，环境很好。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年02月入住,行政大床房,0,还不错 附近去哪也都方便
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年02月入住,行政大床房,0,整体感觉很好，已经住过很多次了，价格非常优惠，总体来说非常推荐，特别是豪华单人间，非常喜欢，只是这次住的明显没有以前的大了
"位置:4.0,设施:4.0,服务:2.0,卫生:4.0",3.5,商务出差,2017年01月入住,,0,第二次入住该酒店，酒店是三星酒店，条件尚可 ，房间干净，空间不大，在携程预定的，注明含一位早餐，结果酒店说不含餐，我给她看订单，她们自己也发现网站上有早餐，那肯定是自己维护出问题了，但是订单已确认，即使有误也应该自己承担损失，其实早餐也没多少钱，关键是让人不舒服。
"位置:3.0,设施:3.0,服务:3.0,卫生:3.0",3,情侣出游,2017年01月入住,商务双人间,0,房间一般，性价比不高，环境一般，早餐不高
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年05月入住,标准间,0,环境不错，房间舒适
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年06月入住,标准间,0,非常好，性价比高
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年09月入住,行政大床房,0,价格还可以
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年03月入住,标准间,0,非常好，下次继续入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年08月入住,商务双人间,0,老酒店，不错。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2017年04月入住,行政大床房,0,还可以，性价比不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,代人预订,2017年08月入住,行政大床房,0,性价比可以
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年12月入住,豪华大床套房,0,哈哈哈哈哈哈红红火火
"位置:4.0,设施:4.0,服务:2.0,卫生:4.0",3.5,商务出差,2017年01月入住,行政大床房,0,第二次入住，订了两个房间，这个单间入住没问题，就是标间写着含一位早餐自己酒店不承认，自己的失误造成的，不能让人接受。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年10月入住,商务双人间,0,物有所值！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年05月入住,行政大床房,0,服务、环境都很好
"位置:4.0,设施:3.0,服务:3.0,卫生:5.0",3.8,商务出差,2016年11月入住,行政大床房,0,酒店清洁、还可以要求无烟处理
"位置:5.0,设施:4.0,服务:5.0,卫生:4.0",4.5,商务出差,2017年07月入住,标准间,0,还不错，可以!
"位置:4.0,设施:3.0,服务:3.0,卫生:3.0",3.3,商务出差,2016年08月入住,商务大床房,0,酒店有点老，房间过小。希望能重新装修一下。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2017年05月入住,行政双人间,0,还可以吧，不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵不贵
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年09月入住,行政大床房,0,很好的哈哈哈哈哈
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年07月入住,行政双人间,0,第二次入住该酒店，酒店14年装修，豪华房299，含一份早餐，价格可以接受，早餐也不错，下次还会入住，推荐入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年07月入住,行政双人间,0,第一次入住该酒店，14年装修过，房间干净整洁，价格不算便宜，299豪华标间，房间不算大，含早餐一位，加一位38元，推荐入住。
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年07月入住,商务双人间,0,还行，比较旧
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年12月入住,豪华大床套房,0,长住的酒店，这个价位满意
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年06月入住,行政大床房,0,性价比可以
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,家庭亲子,2016年08月入住,行政大床房,0,房间设施相对较好，适合商务旅行人事！
"位置:4.0,设施:4.0,服务:5.0,卫生:5.0",4.5,情侣出游,2016年08月入住,商务大床房,0,价格便宜，以这个价格论，服务很好。位置稍偏。
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2016年12月入住,行政大床房,0,距离出差地方挺近，去回都比较方便，而且酒店附近也比较便利，酒店环境很好，同等价位更高等的享受，推荐入住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年12月入住,行政大床房,0,位置方便，价格也便宜的！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2016年07月入住,行政大床房,0,很好很舒适，再来这里我会再次选择维多利亚
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2016年08月入住,,0,需要爬楼梯，就这点不好，其他都不错。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年11月入住,标准间,0,审核失误，重新补单，好评好评好评好评好评好评好评。。。。。。。。。。。。。。。。。。。。。。。。。。
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,家庭亲子,2016年08月入住,行政双人间,0,老酒店了，设施一般，就值这个价
"位置:4.0,设施:4.0,服务:2.0,卫生:4.0",3.5,商务出差,2016年06月入住,行政大床房,0,在二楼吃饭居然不让挂帐。头一次遇见。
"位置:3.0,设施:3.0,服务:3.0,卫生:3.0",3,商务出差,2016年06月入住,行政大床房,0,服务态度一般，设施比较旧，不是太推荐
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2017年08月入住,行政大床房,0,没毛病
"位置:4.0,设施:3.0,服务:4.0,卫生:4.0",3.8,情侣出游,2017年01月入住,,0,淋浴门关不严
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年05月入住,行政大床房,0,挺不错的酒店，每次去出差就住那里。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年09月入住,,0,卫生，环境，服务我很满意！！！！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年01月入住,豪华大床套房,0,不错环境很好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年05月入住,行政大床房,0,价格合理
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年07月入住,标准间,0,还好还好哈哈哈哈
"位置:3.0,设施:1.0,服务:1.0,卫生:1.0",1.5,商务出差,2017年10月入住,行政大床房,0,一般般
"位置:4.0,设施:3.0,服务:3.0,卫生:3.0",3.3,商务出差,2016年08月入住,,0,与这个价格很符合，一切就是太一般，马桶老是堵，卫生间门把都坏了，隔音效果太差，下次不会再选这个价位的！
"位置:4.0,设施:4.0,服务:5.0,卫生:4.0",4.3,商务出差,2016年08月入住,,0,可以的，性价比很高的酒店。。。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2016年07月入住,行政大床房,0,环境不错，停车方便，吃住都好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年07月入住,商务双人间,0,第三次入住该酒店，14年装修的，床品比较新，尤其是酒店服务热情，餐厅服务员非常有素质，可见酒店管理很到位，早餐也不错，推荐入住。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年12月入住,,,性价比超高的
"位置:4.0,设施:3.0,服务:4.0,卫生:4.0",3.8,商务出差,2016年11月入住,商务大床房,0,还好，需不断完善
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年03月入住,行政大床房,0,开发区老酒店了，性价比还不错，可以入住
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年06月入住,标准间,0,还可以！
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2017年04月入住,行政大床房,0,干净舒适
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年12月入住,行政大床房,0,一如既往的好
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年09月入住,行政大床房,0,h还可以，设施旧了点。
"位置:4.0,设施:3.0,服务:5.0,卫生:3.0",3.8,商务出差,2016年10月入住,,0,不能订无窗的呀！
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年05月入住,豪华大床套房,0,不错的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年05月入住,标准间,0,不错的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年01月入住,行政大床房,0,好，位置好，安静
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年08月入住,行政双人间,0,很好，
"位置:4.0,设施:4.0,服务:5.0,卫生:4.0",4.3,商务出差,2017年04月入住,行政大床房,0,中规中矩，老酒店了，设施有些陈旧。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年07月入住,行政大床房,0,第三次入住该酒店，酒店条件不错，管理到位，服务热情，素质比较高，早餐也不错，三星酒店，价格合理，下次还会入住。
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2016年08月入住,,0,还可以，设施有点旧
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2016年08月入住,,0,价格实惠，干净整洁
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年11月入住,行政双人间,0,老牌三星酒店，性价比高！每次都选择这里！服务也好！好评！
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,家庭亲子,2017年07月入住,行政大床房,0,一般般
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,商务出差,2017年01月入住,行政双人间,0,服务很好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年06月入住,行政双人间,,多次入住了，还会继续
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2016年10月入住,商务双人间,0,好行，可以接受………
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,朋友出游,2016年11月入住,行政大床房,0,还行。挺好的
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年05月入住,标准间,0,适合商务出行 还算方便
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年07月入住,行政大床房,0,很好
"位置:5.0,设施:3.0,服务:5.0,卫生:5.0",4.5,情侣出游,2016年09月入住,商务大床房,0,不错，没有吹风
"位置:5.0,设施:3.0,服务:3.0,卫生:5.0",4,商务出差,2016年04月入住,,,老酒店，设施比较陈旧，但卫生还不错。优惠房间是在顶楼，电梯不能直达，楼梯很陡，不适合老人及小孩住宿，但楼上风景很不错，喜欢。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年04月入住,行政大床房,0,环境还可以，周边交通发达
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年02月入住,,0,普通无优点无吐槽点，对的起这价格
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2018年06月入住,标准间,0,
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年03月入住,行政大床房,0,很不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2018年06月入住,标准间,0,
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,代人预订,2016年06月入住,,0,爸妈出游，还算满意
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2016年10月入住,行政双人间,0,比想象中好
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,商务出差,2017年06月入住,标准间,0,一般吧，价格不高。
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2017年05月入住,标准间,0,可以
"位置:4.0,设施:1.0,服务:1.0,卫生:1.0",1.8,商务出差,2017年05月入住,行政大床房,,很差
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年11月入住,商务双人间,0,位置很好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年04月入住,标准间,0,不错
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,朋友出游,2016年03月入住,,0,帮客户订的， 还可以吧
"位置:4.0,设施:5.0,服务:5.0,卫生:4.0",4.5,商务出差,2017年04月入住,行政大床房,0,还可以，性价比不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2018年04月入住,商务双人间,0,很好(✪▽✪)good
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2017年10月入住,豪华大床套房,0,物有所值！
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,家庭亲子,2016年08月入住,商务双人间,0,还可以，不错
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,家庭亲子,2016年10月入住,豪华大床套房,0,环境很好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年07月入住,行政大床房,0,环境很不错
"位置:5.0,设施:3.0,服务:5.0,卫生:3.0",4,家庭亲子,2017年04月入住,行政大床房,0,设备一般 真不值
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年05月入住,,0,很不错的酒店
"位置:4.0,设施:3.0,服务:4.0,卫生:4.0",3.8,家庭亲子,2016年09月入住,商务大床房,0,设施陈旧
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年11月入住,行政大床房,0,还可以
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年07月入住,商务大床房,0,特价房，没有窗户，还算干净整洁，170元，还会入住.
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,其它,2017年03月入住,行政大床房,0,环境不错，还会来
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年12月入住,行政大床房,0,到开发区常住的酒店!
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2016年05月入住,行政双人间,0,性价比很高
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年04月入住,行政大床房,0,性价比还不错
"位置:5.0,设施:4.0,服务:5.0,卫生:5.0",4.8,商务出差,2017年04月入住,行政大床房,0,性价比不错啦
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2017年07月入住,行政大床房,0,环境不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年07月入住,,0,房间不错！
"位置:4.0,设施:4.0,服务:4.0,卫生:5.0",4.3,商务出差,2016年12月入住,行政大床房,0,还好了……就是有点小贵
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,其它,2017年07月入住,行政大床房,0,优
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2015年09月入住,行政大床房,0,挺好的酒店，适合商务出游
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年12月入住,行政大床房,0,挺好，环境，周边合适
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年02月入住,行政大床房,0,一切都体面的
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2016年11月入住,行政大床房,0,可以
"位置:3.0,设施:3.0,服务:3.0,卫生:4.0",3.3,商务出差,2016年11月入住,行政大床房,0,酒店清洁环境方便
"位置:5.0,设施:5.0,服务:4.0,卫生:5.0",4.8,朋友出游,2016年11月入住,行政大床房,0,很好
"位置:5.0,设施:4.0,服务:4.0,卫生:4.0",4.3,商务出差,2016年07月入住,商务大床房,0,还可以。
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年03月入住,行政大床房,0,很干净整洁
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年02月入住,行政大床房,0,很干净整洁
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年02月入住,行政大床房,0,很干净整洁
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年02月入住,行政大床房,0,很干净整洁
"位置:5.0,设施:5.0,服务:3.0,卫生:5.0",4.5,朋友出游,2016年07月入住,,0,还可以
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年02月入住,行政大床房,0,很干净整洁
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年02月入住,行政大床房,0,环境很不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年02月入住,行政大床房,0,很干净整洁
"位置:3.0,设施:4.0,服务:3.0,卫生:3.0",3.3,商务出差,2017年06月入住,标准间,0,房间小
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年06月入住,行政双人间,0,还可以
"位置:4.0,设施:4.0,服务:3.0,卫生:4.0",3.8,商务出差,2016年06月入住,,0,房间干净，服务态度还行
"位置:5.0,设施:4.0,服务:4.0,卫生:5.0",4.5,商务出差,2016年08月入住,行政大床房,0,酒店
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2016年08月入住,商务双人间,0,挺好
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年07月入住,行政大床房,0,Good 
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2016年07月入住,商务大床房,0,可以
"位置:4.0,设施:1.0,服务:2.0,卫生:4.0",2.8,商务出差,2016年07月入住,行政大床房,0,一般般
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年10月入住,行政大床房,0,体面的，挺好的
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年02月入住,行政大床房,0,很干净
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年02月入住,行政大床房,0,很干净
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,家庭亲子,2016年10月入住,商务双人间,0,不错，还可以………
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年09月入住,行政大床房,0,出差常驻了
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年04月入住,,0,出差预订，吃住都方便
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年04月入住,行政大床房,0,出差预订，吃住都方便
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,朋友出游,2016年05月入住,商务双人间,0,不错不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,独自旅行,2017年04月入住,行政大床房,0,不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年04月入住,,0,挺好
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年03月入住,行政大床房,0,满意
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2017年03月入住,行政大床房,0,满意
"位置:4.0,设施:3.0,服务:4.0,卫生:4.0",3.8,家庭亲子,2016年09月入住,,0,设施陈旧
"位置:5.0,设施:5.0,服务:5.0,卫生:4.0",4.8,商务出差,2016年01月入住,行政大床房,0,可以
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年05月入住,,0,好
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年11月入住,行政双人间,0,还行
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2016年08月入住,行政大床房,0,不错
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,情侣出游,2016年06月入住,行政大床房,0,不错
"位置:4.0,设施:4.0,服务:4.0,卫生:4.0",4,商务出差,2016年06月入住,行政大床房,0,一般
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2016年11月入住,行政大床房,0,哈哈哈哈哈哈哈
"位置:5.0,设施:5.0,服务:5.0,卫生:5.0",5,商务出差,2017年05月入住,商务双人间,0,
,,其它,,,,房间装修太老了
,,其它,,,,【交通便利】
,,,,,,位置很方便，标准三星，有国外电视频道。
,,,,,,价格优惠，房间比较小，而且要走两层楼梯上去，不是很方便。周边吃饭很多，属于开发区比较方便的地方！
,,,,,,感觉不是太舒服，我当时定的带窗的客房，可是客房\n根本就没有，空调还关闭，在屋子里的感觉太闷了，蚊子还特多，驱蚊器还没有，一晚上光打蚊子了，这样的酒店住着心情也不好。
,,,,,,早餐虽然不在房价内，但质量不错。
,,,,,,来大连出差都是住这个酒店，地理位置方便，附近吃喝玩乐都很多。酒店早餐很丰盛，前台特别热情，酒店内部重新装修过，所以房间设施很新，马桶带冲洗功能。总之以后出差还是会住这里
,,,,,,房间超级棒 没想到会这么合适~很温馨~
,,,,,,还可以吧，太老旧了，位置还行
,,,,,,很舒适，没有噪音，干净卫生
,,,,,,总得来讲，性价比还可以
,,,,,,酒店服务设施齐全干净，位置好出行方便，值得推荐！
,,,,,,，，，，，，，，，，，，
,,其它,,,,这酒店的床超硬，睡得不舒服
,,其它,,,,11111111111
,,其它,,,,这是我出差这么多年入住最差进的酒店，房龄20年，房价跟新开的全季一样，定的房间到了没了，一定需要加钱换房，最主要的是服务态度，你们可以调监控看看，就差没骂人了，一副爱搭不理的样子，说话就两个字两个字的回复，问她态度为什么这么差，得到前台一个神回复，人家说，我就这样，谁惯的你们这个毛病，你就这样你回家这样去，这是工作地方，不是给你耍性子的地方，我是来消费的，\n不是来跟你吵架的，就这么明目张胆的跟你吵，更可笑的是给我的房卡是打不开门的，我下来换房卡的时候她还在跟另一个服务员炫耀给我的吵架经过，俗话说干一行，爱一行，也希望官方在添加酒店的时候多考察考察，不要就是为了赚钱给客户带来这么不好的体验
,,其它,,,,整体环境不错！保洁人员，保安人员都很热情到位！前台人员服务差，具体事宜也不仔细解释
,,其它,,,,早餐还不错，房间也可以。
,,其它,,,,入住办理速度快，下次还会来
,,其它,,,,房间卫生还可以，设备也不错
,,其它,,,,都不错，我很满意，各方面设施都很好，环境也安静
,,其它,,,,位置不错，服务好，房间小！
,,其它,,,,空调声音太大，吵得睡不着。
,,其它,,,,还行还行还行还行还行
,,其它,,,,朋友很满意，！！！！！！！
,,其它,,,,还可以，这个价格在大连算是不错的
,,其它,,,,很舒适，朋友去住的，我定的，他说好就是好。
,,,,,,酒店管理和设施都非常好！
,,,,,,住了很多次了性价比还是很好的
,,,,,,酒店性价比很不错已经住过多次了
,,,,,,每次无论定什么房，都是安排把边角落的房间，我也是醉了，如果有地下室，应该都能安排地下室，
